Subject,Channel,Bs,SNR-Diff,PSNR-Diff,RMSE,Corr,MI,BPPE_Delta,MSC_Delta,BPPE_Theta,MSC_Theta,BPPE_Alpha,MSC_Alpha,BPPE_Beta,MSC_Beta,BPPE_Gamma,MSC_Gamma,EvalMode,N_Trials
sub-1,F8,6,1.1980702647355592,-0.905262053015349,2.4279121634253243e-05,0.8968756523100199,1.6845158546146275,0.0474610202891957,0.9285566527709388,0.0048437451582356,0.5236696375821855,0.0118223204591564,0.5698456315193288,0.0070852860678434,0.7457600859806557,0.0712123719744313,0.8050049571298274,real-erp,160
sub-1,F8,8,1.2367562474323002,-0.5702154183302834,2.420560703586284e-05,0.8986623826234243,1.7006132203332642,0.0486132937213221,0.9292036567195804,0.0048499924717306,0.5479086312114378,0.0132585640097209,0.5979409187517584,0.0089343245807276,0.7534185787898958,0.0756561747835011,0.8077902351930202,real-erp,160
sub-1,F8,10,1.3409632877584023,-0.5927935097600621,2.3814950113280697e-05,0.9021218503935744,1.7459024761318678,0.0469091144662589,0.939794977135039,0.0046297324426363,0.5777075061236252,0.0119942931430501,0.6246868894989149,0.0088798431630404,0.7623574793843604,0.0724129832149859,0.8132412604794546,real-erp,160
sub-1,F8,12,1.1220573909077771,-0.6981216938269963,2.3738846252386792e-05,0.9039261834179628,1.751028472910362,0.048509784503679,0.939072106558773,0.0046379091307681,0.5774093645729348,0.013326889775922,0.6427928644327887,0.0082438837351655,0.765337487005832,0.0747184671455347,0.8165172044911164,real-erp,160
sub-1,F8,14,1.2119963882268046,-0.5029944522693803,2.361921266749466e-05,0.9053241672083864,1.769725651089174,0.048520330507839,0.9407266436660456,0.004599237385272,0.5775016246862784,0.0139212253373373,0.6558279486351682,0.0079604151476951,0.7691558599795056,0.0750012083781436,0.8178463513383922,real-erp,160
sub-1,F8,16,1.1904257105872418,-0.3113826857954809,2.3509866558206727e-05,0.9073692697780052,1.7731814528412162,0.0498209649622036,0.9401505842305752,0.0045802854167897,0.5853117021245454,0.0130110219816641,0.6580308746401513,0.0079925585226714,0.7720037854826968,0.0754048308833289,0.8220935050459399,real-erp,160
sub-1,F8,18,1.2333453991580186,-0.5622857115969158,2.328164571116225e-05,0.9097622308110488,1.7920915601081475,0.0497172995702384,0.945571942979942,0.0045541246303576,0.611700947586348,0.0154794898270194,0.6725840717761027,0.0086154664327043,0.7801468376921441,0.0783663804603198,0.826624978012062,real-erp,160
sub-1,FC3,4,1.696332582490415,-1.0993981947165632,5.512527411089315e-06,0.874450588218832,1.0242965407117488,0.0905947820772997,0.9430857696472033,0.0179452963290987,0.5404748549908202,0.0459061134366436,0.4818466842273591,0.0065453756261496,0.671412658602402,0.0560885893436052,0.8096038589618553,real-erp,160
sub-1,FC3,6,1.8264168208401053,-1.540761212163306,5.3491628130266e-06,0.8826160187943896,1.0735659099708836,0.0874166634021405,0.9495474472423248,0.0162664736402032,0.5766794691066022,0.0495683795472938,0.5107321608384695,0.0023867239868999,0.6931343437829238,0.05172803350815,0.822688941613416,real-erp,160
sub-1,FC3,8,1.6883071669811454,-1.1081402965167275,5.169969535215037e-06,0.8910777477710747,1.118987508152259,0.0832650864612055,0.9525348282380088,0.0148112732960713,0.6014966604825751,0.0436294006009786,0.5397437469056652,0.0035535412619833,0.7174446524969114,0.0508934178943149,0.8306369605240734,real-erp,160
sub-1,FC3,10,1.8572723221388507,-1.4778819516459474,5.084351956643865e-06,0.8950889305044407,1.1437641918174937,0.0811590145659233,0.9544284547378916,0.0157076632555428,0.6110474611953076,0.0446258726186195,0.5504769231147888,0.0023423612659825,0.730635932686121,0.0498984439368641,0.8359678362259151,real-erp,160
sub-1,FC3,12,1.689746515033276,-1.3603477765599226,5.017363108713009e-06,0.8980227855987472,1.1687627256456894,0.0789930803932069,0.9565463643133658,0.0156267893507557,0.6182212088796547,0.0434500481662769,0.5565588388758819,0.0021742988686349,0.7396334142919819,0.0489955227090508,0.8419374210099354,real-erp,160
sub-1,FC3,14,1.58112340092808,-1.3072631660667442,4.864615823139784e-06,0.904522942064302,1.2012279364839928,0.0723935887099556,0.9602969123350548,0.0135310627104192,0.6488833399591762,0.0307872227105611,0.5953651886138261,0.0047290853127191,0.7506261921347576,0.0504083433970947,0.8473893473177917,real-erp,160
