Subject,Channel,Method,SNR-Diff,PSNR-Diff,RMSE,Corr,MI,BPPE_Delta,MSC_Delta,BPPE_Theta,MSC_Theta,BPPE_Alpha,MSC_Alpha,BPPE_Beta,MSC_Beta,BPPE_Gamma,MSC_Gamma,EvalMode,N_Trials
sub-1,CPz,ASR_online_13,-82.98684764243558,-1.4961803503582392,5.5913339007017e-06,0.6808137699568592,0.5485145620126759,0.1693859113536745,0.6010717718105426,0.0497584117430607,0.6823471027198023,0.1238471607663125,0.7690291573474475,0.0402135015229395,0.4133389044128927,0.0444331626786382,0.1692086939429302,real-erp,160.0
sub-1,Cz,ASR_online_13,0.2603996109625015,0.5077990276035127,4.8720116290639246e-06,0.7079166021486933,0.5985917680584655,0.000995104232787,0.7193696536541727,0.0444526637159069,0.7805619818508389,0.0419309303584946,0.784277460381579,0.0002313932106301,0.435044776882878,0.0856198830522446,0.1889936470459725,real-erp,160.0
sub-1,F3,ASR_online_13,-0.4202461548291332,0.5963815358172053,1.0827228470345744e-05,0.5583616620521623,0.3451942662415931,0.1479740270584948,0.3487576541694023,0.0534940763855589,0.4025023337025325,0.1134825194727046,0.6356173552963262,0.0234895767264099,0.3674336097760341,0.0424921455261785,0.2863960927494248,real-erp,160.0
sub-1,F4,ASR_online_13,2.438818887322027,-0.4061802097920202,2.3668661824001267e-05,0.4051895617931011,0.2236870675235595,0.042776527882656,0.3211458977302652,0.0520353207830328,0.3173409209358296,0.1068500019876722,0.5091015713029396,0.0135560080893867,0.2102888183657521,0.1881058425639742,0.1913128750640896,real-erp,160.0
sub-1,F7,ASR_online_13,-0.7377872015937825,1.1607106066267292,2.089341258255467e-05,0.4270910908304274,0.1713343939975065,0.1353219658271101,0.2953512784788478,0.0666871405316744,0.2391780498431051,0.1075782982648643,0.4625448208691757,0.0199692072222148,0.1988386490029899,0.0589126801916435,0.2101045713284218,real-erp,160.0
sub-1,F8,ASR_online_13,0.6703703697681149,-1.2624200538274355,4.916439361134959e-05,0.3523321279138902,0.2300231609581406,0.0596461257345287,0.1945014374452708,0.0400184874289645,0.1170470784317027,0.0534938303403048,0.3012776398672668,0.0284804658794708,0.1423752245653222,0.181638909383269,0.1744262476328737,real-erp,160.0
sub-1,FC3,ASR_online_13,-0.0371343669713013,-0.2502391480639447,9.553660098000425e-06,0.5334972290464554,0.2828422305858607,0.0091060499277428,0.399496785502411,0.0443296485422094,0.4892928606666997,0.1085305715848847,0.654208946101016,0.0340479241223722,0.314278826592072,0.109706246076979,0.2295009314829225,real-erp,160.0
sub-1,FC4,ASR_online_13,1.7431605245162505,-1.1409019786925605,1.6573897780375018e-05,0.398876055030628,0.1986582976355517,0.0672308490738434,0.3260720887784109,0.0524378044682149,0.3334888385506311,0.0990195295117121,0.4915257434040809,0.0130700503876702,0.1677702524727307,0.2056181326661002,0.1535078215200113,real-erp,160.0
sub-1,FCz,ASR_online_13,-0.6866185243444161,1.3061917130527063,5.78146909934879e-06,0.7067506677573737,0.6129769276788035,0.0104990839693674,0.6263124855859588,0.0457206911590057,0.7401940297409417,0.0304329320476807,0.7487494646785011,0.0049090196257553,0.4572685460296702,0.0705635588630742,0.2205725646058473,real-erp,160.0
sub-1,FP1,ASR_online_13,-0.3880182175671187,0.4685683579052613,2.7565227931440328e-05,0.4363943914050059,0.2900143844943262,0.3709674113508791,0.2913847410560313,0.1137554660128995,0.0901193997548346,0.135085034228465,0.3601444646932809,0.1005740430575908,0.1436383045434767,0.0215528680519235,0.17591501118626,real-erp,160.0
sub-1,FP2,ASR_online_13,0.6295338157060648,-1.155021753327638,3.3377168605043686e-05,0.4173945560542911,0.2719355862580278,0.338400295856076,0.2630335381536217,0.1075836853417451,0.0726480560783317,0.1215795029144738,0.3317693875787912,0.1063177436331864,0.1693354515594841,0.0029193639666704,0.19587514172544,real-erp,160.0
